词	TF	IDF	Raw_Score	Final_Score
法是	0.162367	7.807307	5.261432	0.704866
中介	0.271585	7.807307	5.517464	0.725697
网络软件	0.346232	7.807307	5.638423	0.735101
SDM	0.228637	7.807307	5.431754	0.718865
level	0.266489	7.402045	5.348823	0.712119
agreement	0.154151	7.807307	5.235606	0.702693
当选	0.154151	7.807307	5.235606	0.702693
首领	0.234408	7.807307	5.444165	0.719863
中转	0.154151	7.807307	5.235606	0.702693
JMX	0.143600	7.807307	5.200349	0.699706
服	0.143600	7.807307	5.200349	0.699706
务器	0.143600	7.807307	5.200349	0.699706
优的	0.276989	7.402045	5.368054	0.713695
尤为重要	0.160217	7.807307	5.254803	0.704309
NM3IS	0.222587	7.807307	5.418405	0.717788
TOP	0.258714	7.402045	5.334089	0.710907
顶级	0.146084	7.807307	5.208876	0.700431
子类	0.146084	7.807307	5.208876	0.700431
跨网	0.282096	7.402045	5.377147	0.714438
跨专业	0.146084	7.807307	5.208876	0.700431
互操作性	0.287682	7.807307	5.546141	0.727952
服务平台	0.348976	7.807307	5.642355	0.735402
稽核	0.347130	7.807307	5.639712	0.735200
两处	0.152096	7.807307	5.228932	0.702130
定义出	0.152096	7.807307	5.228932	0.702130
内控	0.152096	7.807307	5.228932	0.702130
IMSCSCF	0.304692	7.807307	5.574753	0.730186
COSFoTS	0.317220	7.807307	5.594824	0.731744
CSCF	0.171136	7.807307	5.287599	0.707053
MAFS	0.234408	7.807307	5.444165	0.719863
QOO	0.154151	7.807307	5.235606	0.702693
扁平化	0.154151	7.807307	5.235606	0.702693
HMAT	0.154151	7.807307	5.235606	0.702693
乐观	0.153620	7.807307	5.233890	0.702548
工程技术	0.151133	7.807307	5.225773	0.701863
户	0.151133	7.807307	5.225773	0.701863
通话	0.311793	7.402045	5.426967	0.718479
方控	0.150209	7.807307	5.222722	0.701605
同振	0.150209	7.807307	5.222722	0.701605
现	0.158235	7.807307	5.248612	0.703789
圆整	0.362988	7.807307	5.661969	0.736900
统的	0.162367	7.807307	5.261432	0.704866
化定	0.156997	7.807307	5.244704	0.703460
本体论	0.183861	7.807307	5.323282	0.710015
CWM	0.267982	7.807307	5.510814	0.725172
Informatica	0.142941	7.807307	5.198062	0.699512
Powermart	0.217969	7.807307	5.407969	0.716944
PSM	0.217969	7.807307	5.407969	0.716944
PIM	0.217969	7.807307	5.407969	0.716944
OCL	0.142941	7.807307	5.198062	0.699512
DTD	0.142941	7.807307	5.198062	0.699512
类型定义	0.142941	7.807307	5.198062	0.699512
SQL	0.142941	7.807307	5.198062	0.699512
查询语言	0.142941	7.807307	5.198062	0.699512
ATMS	0.207579	7.807307	5.383661	0.714969
高速公路	0.137553	7.807307	5.178959	0.697882
交通管理	0.210037	7.807307	5.389518	0.715446
信息管理	0.137553	7.807307	5.178959	0.697882
ROI	0.137553	7.807307	5.178959	0.697882
车型	0.137553	7.807307	5.178959	0.697882
交通流量	0.451550	7.402045	5.611398	0.733024
诱导	0.137553	7.807307	5.178959	0.697882
M3UA	0.302016	7.807307	5.570359	0.729844
MTP3	0.162367	7.807307	5.261432	0.704866
示范性	0.162367	7.807307	5.261432	0.704866
离不开	0.151133	7.807307	5.225773	0.701863
探求	0.280056	7.402045	5.373535	0.714143
五大类	0.151133	7.807307	5.225773	0.701863
Lasso	0.267696	7.402045	5.351071	0.712304
可执行文件	0.223144	7.807307	5.419649	0.717889
DefectDroid	0.146463	7.807307	5.210166	0.700540
smali	0.146463	7.807307	5.210166	0.700540
皮肤	0.680086	7.114566	5.697027	0.739559
偶只	0.148050	7.807307	5.215525	0.700995
频隙	0.148050	7.807307	5.215525	0.700995
密度估计	0.144281	7.807307	5.202700	0.699906
菱形	0.223710	7.807307	5.420912	0.717991
增补	0.378544	7.402045	5.523557	0.726178
后待	0.150209	7.807307	5.222722	0.701605
难用	0.154694	7.807307	5.237354	0.702841
整网	0.566458	7.114566	5.605939	0.732603
KBP2016	0.145344	7.807307	5.206352	0.700217
FCEAFm	0.221501	7.807307	5.415970	0.717591
0.652	0.145344	7.807307	5.206352	0.700217
0.643	0.145344	7.807307	5.206352	0.700217
TOChain	0.245132	7.807307	5.466437	0.721647
NFV	0.356131	7.402045	5.493163	0.723775
Offloading	0.131621	7.807307	5.157042	0.696004
KVM	0.131621	7.807307	5.157042	0.696004
轻度	0.131621	7.807307	5.157042	0.696004
极为	0.131621	7.807307	5.157042	0.696004
余项	0.211929	7.807307	5.393981	0.715809
拖	0.138837	7.807307	5.183577	0.698277
尾	0.138837	7.807307	5.183577	0.698277
Bregman	0.138837	7.807307	5.183577	0.698277
Plug	0.211929	7.807307	5.393981	0.715809
Play	0.211929	7.807307	5.393981	0.715809
Priors	0.211929	7.807307	5.393981	0.715809
维吾尔语	0.271585	7.807307	5.517464	0.725697
韩语	0.271585	7.807307	5.517464	0.725697
图状	0.313598	7.807307	5.589103	0.731300
分属	0.147243	7.807307	5.212804	0.700764
整句	0.147243	7.807307	5.212804	0.700764
词级	0.147243	7.807307	5.212804	0.700764
4.4%	0.147243	7.807307	5.212804	0.700764
2.8%	0.147243	7.807307	5.212804	0.700764
BPA	0.265759	7.807307	5.506665	0.724844
射线管	0.403337	7.807307	5.714492	0.740875
前面	0.325390	7.402045	5.448216	0.720188
18.49%	0.141682	7.807307	5.193663	0.699137
2.93%	0.141682	7.807307	5.193663	0.699137
类图	0.281610	7.402045	5.376288	0.714368
中类	0.149760	7.807307	5.221235	0.701479
JUnit	0.149760	7.807307	5.221235	0.701479
JEdit	0.149760	7.807307	5.221235	0.701479
DependencyFinder	0.149760	7.807307	5.221235	0.701479
Eclipse	0.149760	7.807307	5.221235	0.701479
Metrics	0.149760	7.807307	5.221235	0.701479
SegNet	0.153101	7.807307	5.232207	0.702406
只能靠	0.153620	7.807307	5.233890	0.702548
mIBFHE	0.262657	7.807307	5.500819	0.724382
中陷门	0.139928	7.807307	5.187467	0.698609
MP12	0.139928	7.807307	5.187467	0.698609
Mask	0.139928	7.807307	5.187467	0.698609
有效率	0.139928	7.807307	5.187467	0.698609
且格	0.139928	7.807307	5.187467	0.698609
至格	0.139928	7.807307	5.187467	0.698609
难解	0.276221	7.402045	5.366673	0.713582
变异系数	0.152593	7.807307	5.230555	0.702267
以包	0.152593	7.807307	5.230555	0.702267
分类机	0.152593	7.807307	5.230555	0.702267
对偶原理	0.145344	7.807307	5.206352	0.700217
再论	0.304692	7.807307	5.574753	0.730186
共轴	0.500047	7.402045	5.662223	0.736919
无绳电话	0.287682	7.807307	5.546141	0.727952
BG314	0.358147	7.807307	5.655280	0.736390
条码	0.358147	7.807307	5.655280	0.736390
接触网	0.287682	7.807307	5.546141	0.727952
针	0.287682	7.807307	5.546141	0.727952
式打印机	0.287682	7.807307	5.546141	0.727952
北京地区	0.215232	7.807307	5.401679	0.716434
都市	0.144281	7.807307	5.202700	0.699906
470	0.144281	7.807307	5.202700	0.699906
806MHz	0.144281	7.807307	5.202700	0.699906
大都市	0.144281	7.807307	5.202700	0.699906
EXIF	0.346232	7.807307	5.638423	0.735101
图像文件	0.152096	7.807307	5.228932	0.702130
滤镜	0.152096	7.807307	5.228932	0.702130
SINS	0.274190	7.807307	5.522218	0.726072
对无迹	0.160217	7.807307	5.254803	0.704309
平抑	0.243269	7.807307	5.462638	0.721343
矩阵的迹	0.160217	7.807307	5.254803	0.704309
偏量	0.151609	7.807307	5.227339	0.701995
中短环	0.151609	7.807307	5.227339	0.701995
围长	0.230689	7.807307	5.436203	0.719223
从总体上	0.148466	7.807307	5.216918	0.701113
控制站	0.148466	7.807307	5.216918	0.701113
对虚警	0.149320	7.807307	5.219772	0.701355
MCMC	0.224287	7.807307	5.422194	0.718094
中幅	0.150666	7.807307	5.224234	0.701733
hop	0.395963	7.114566	5.427619	0.718532
非饱和	0.138057	7.807307	5.180775	0.698037
进队	0.217029	7.807307	5.405819	0.716770
后进	0.142302	7.807307	5.195834	0.699322
码软	0.304692	7.807307	5.574753	0.730186
长码	0.272866	7.807307	5.519807	0.725882
修复过程	0.225473	7.807307	5.424817	0.718306
割集来	0.148050	7.807307	5.215525	0.700995
17.5%	0.148050	7.807307	5.215525	0.700995
DoF	0.302636	7.807307	5.571380	0.729923
一个点	0.150209	7.807307	5.222722	0.701605
SEQ	0.150209	7.807307	5.222722	0.701605
sequential	0.150209	7.807307	5.222722	0.701605
马赛克	0.302016	7.807307	5.570359	0.729844
两根	0.148466	7.807307	5.216918	0.701113
R2	0.226082	7.807307	5.426160	0.718414
DRM	0.151609	7.807307	5.227339	0.701995
缓冲存储器	0.151609	7.807307	5.227339	0.701995
等候	0.151609	7.807307	5.227339	0.701995
当有	0.151609	7.807307	5.227339	0.701995
闲置	0.151609	7.807307	5.227339	0.701995
定义新	0.153620	7.807307	5.233890	0.702548
轻微	0.153620	7.807307	5.233890	0.702548
GAMM	0.220971	7.807307	5.414779	0.717495
涌现	0.144984	7.807307	5.205118	0.700112
探索者	0.144984	7.807307	5.205118	0.700112
交通工具	0.144984	7.807307	5.205118	0.700112
SSB	0.512576	7.402045	5.674554	0.737857
地球物理	0.287682	7.807307	5.546141	0.727952
NMM	0.254306	7.807307	5.484729	0.723105
电阻率	0.135215	7.807307	5.170434	0.697153
上行波	0.135215	7.807307	5.170434	0.697153
系比	0.135215	7.807307	5.170434	0.697153
一倍	0.135215	7.807307	5.170434	0.697153
成层	0.135215	7.807307	5.170434	0.697153
单点故障	0.144281	7.807307	5.202700	0.699906
准入	0.378125	7.114566	5.404673	0.716677
先求	0.159539	7.807307	5.252693	0.704132
Butler	0.309152	7.807307	5.581992	0.730749
骚扰	0.144984	7.807307	5.205118	0.700112
传播速度	0.166398	7.807307	5.273631	0.705887
爆发	0.166398	7.807307	5.273631	0.705887
使域	0.169142	7.807307	5.281770	0.706567
码流时	0.155249	7.807307	5.239137	0.702991
蔓延到	0.155249	7.807307	5.239137	0.702991
尤为	0.276970	7.402045	5.368020	0.713693
RQoS	0.289603	7.807307	5.549456	0.728212
利润率	0.158878	7.807307	5.250630	0.703959
RQC	0.158878	7.807307	5.250630	0.703959
成加性	0.147243	7.807307	5.212804	0.700764
渡越	0.147243	7.807307	5.212804	0.700764
称作	0.150209	7.807307	5.222722	0.701605
头来	0.150209	7.807307	5.222722	0.701605
FRRACH	0.144281	7.807307	5.202700	0.699906
时限	0.168197	7.807307	5.278980	0.706334
伪逆	0.155818	7.807307	5.240955	0.703144
2.45	0.223144	7.807307	5.419649	0.717889
37mm	0.146463	7.807307	5.210166	0.700540
45.8	0.146463	7.807307	5.210166	0.700540
31.8	0.146463	7.807307	5.210166	0.700540
28.5	0.146463	7.807307	5.210166	0.700540
47%	0.146463	7.807307	5.210166	0.700540
220MHz	0.146463	7.807307	5.210166	0.700540
1.2	0.257216	7.402045	5.331200	0.710669
人事变动	0.156997	7.807307	5.244704	0.703460
数据库安全	0.241316	7.807307	5.458625	0.721022
数据库系统	0.303335	7.807307	5.572529	0.730013
oracle	0.163125	7.807307	5.263750	0.705060
TWAC	0.324090	7.807307	5.605498	0.732569
网为	0.155818	7.807307	5.240955	0.703144
WAC	0.155818	7.807307	5.240955	0.703144
INAP	0.155818	7.807307	5.240955	0.703144
网两网	0.155818	7.807307	5.240955	0.703144
USSD	0.318541	7.807307	5.596895	0.731904
MVA	0.149760	7.807307	5.221235	0.701479
充值	0.149760	7.807307	5.221235	0.701479
WCDRM	0.148050	7.807307	5.215525	0.700995
中共	0.148050	7.807307	5.215525	0.700995
权威机构	0.148050	7.807307	5.215525	0.700995
摘	0.155249	7.807307	5.239137	0.702991
发生冲突	0.146463	7.807307	5.210166	0.700540
相冲突	0.223144	7.807307	5.419649	0.717889
dN	0.146463	7.807307	5.210166	0.700540
㏒	0.146463	7.807307	5.210166	0.700540
直积	0.148050	7.807307	5.215525	0.700995
几倍	0.148050	7.807307	5.215525	0.700995
influence	0.144630	7.807307	5.203901	0.700008
CBP	0.144630	7.807307	5.203901	0.700008
BBR	0.144630	7.807307	5.203901	0.700008
IDMA	0.238568	7.807307	5.452923	0.720566
码片级	0.156997	7.807307	5.244704	0.703460
SoD	0.238568	7.807307	5.452923	0.720566
SoIC	0.156997	7.807307	5.244704	0.703460
单种	0.144984	7.807307	5.205118	0.700112
不了	0.144984	7.807307	5.205118	0.700112
cookie	0.144984	7.807307	5.205118	0.700112
链以	0.144984	7.807307	5.205118	0.700112
后非	0.151133	7.807307	5.225773	0.701863
Srensen	0.151133	7.807307	5.225773	0.701863
万有	0.290833	7.807307	5.551566	0.728377
作用力	0.290833	7.807307	5.551566	0.728377
万有引力	0.188920	7.807307	5.336787	0.711129
引力	0.233012	7.807307	5.441191	0.719624
普	0.123277	7.807307	5.124488	0.693196
当实	0.123277	7.807307	5.124488	0.693196
弥聚宗量	0.123277	7.807307	5.124488	0.693196
Bm	0.123277	7.807307	5.124488	0.693196
变至	0.123277	7.807307	5.124488	0.693196
hB	0.233012	7.807307	5.441191	0.719624
Δ	0.123277	7.807307	5.124488	0.693196
性则	0.123277	7.807307	5.124488	0.693196
升至	0.123277	7.807307	5.124488	0.693196
这对实	0.123277	7.807307	5.124488	0.693196
hB1	0.188920	7.807307	5.336787	0.711129
hB2	0.188920	7.807307	5.336787	0.711129
彼此之间	0.123277	7.807307	5.124488	0.693196
延伸线	0.123277	7.807307	5.124488	0.693196
S1	0.123277	7.807307	5.124488	0.693196
S2	0.123277	7.807307	5.124488	0.693196
临界距离	0.123277	7.807307	5.124488	0.693196
rc	0.265922	7.807307	5.506970	0.724868
逆转	0.123277	7.807307	5.124488	0.693196
一经	0.123277	7.807307	5.124488	0.693196
或许	0.123277	7.807307	5.124488	0.693196
固体	0.123277	7.807307	5.124488	0.693196
提供线索	0.123277	7.807307	5.124488	0.693196
库函数	0.226702	7.807307	5.427525	0.718524
逐代	0.148889	7.807307	5.218334	0.701233
球型	0.276982	7.807307	5.527264	0.726470
到长	0.128623	7.807307	5.145586	0.695018
AMMR	0.325945	7.807307	5.608341	0.732789
advanced	0.128623	7.807307	5.145586	0.695018
maximum	0.128623	7.807307	5.145586	0.695018
energy	0.128623	7.807307	5.145586	0.695018
sample	0.128623	7.807307	5.145586	0.695018
ratio	0.128623	7.807307	5.145586	0.695018
稍弱	0.265381	7.402045	5.346749	0.711949
MMR	0.128623	7.807307	5.145586	0.695018
MEAN	0.196843	7.807307	5.357231	0.712809
CAN	0.304692	7.807307	5.574753	0.730186
车内网	0.141682	7.807307	5.193663	0.699137
内网	0.141682	7.807307	5.193663	0.699137
熄灭	0.316001	7.807307	5.592906	0.731595
高亲	0.152096	7.807307	5.228932	0.702130
空移	0.207579	7.807307	5.383661	0.714969
四则运算	0.407371	7.807307	5.719451	0.741247
步由子	0.140786	7.807307	5.190508	0.698868
步在子	0.140786	7.807307	5.190508	0.698868
IEEE802.15	0.263156	7.807307	5.501764	0.724456
回报	0.211157	7.807307	5.392166	0.715662
MSSIM	0.336310	7.807307	5.623937	0.733990
删	0.313426	7.807307	5.588830	0.731279
商会	0.135215	7.807307	5.170434	0.697153
两帧	0.135215	7.807307	5.170434	0.697153
求商	0.135215	7.807307	5.170434	0.697153
即次	0.140786	7.807307	5.190508	0.698868
图向	0.139928	7.807307	5.187467	0.698609
GRASP	0.203806	7.807307	5.374531	0.714225
MST	0.135215	7.807307	5.170434	0.697153
aug	0.135215	7.807307	5.170434	0.697153
37.85%	0.135215	7.807307	5.170434	0.697153
5.39%	0.135215	7.807307	5.170434	0.697153
74.63%	0.135215	7.807307	5.170434	0.697153
3.15%	0.135215	7.807307	5.170434	0.697153
SaW	0.335884	7.807307	5.623305	0.733941
木马	0.279213	7.807307	5.531260	0.726784
NDN	0.734426	7.114566	5.735335	0.742438
首包	0.145344	7.807307	5.206352	0.700217
物化	0.297534	7.807307	5.562911	0.729263
图集	0.215671	7.807307	5.402694	0.716516
机票	0.141379	7.807307	5.192598	0.699046
单机	0.280700	7.402045	5.374678	0.714237
单馈	0.208607	7.807307	5.386119	0.715170
易共形	0.136584	7.807307	5.175442	0.697581
曲折	0.136584	7.807307	5.175442	0.697581
0.972	0.136584	7.807307	5.175442	0.697581
0.988	0.136584	7.807307	5.175442	0.697581
2.178	0.136584	7.807307	5.175442	0.697581
2.27	0.136584	7.807307	5.175442	0.697581
3.293	0.136584	7.807307	5.175442	0.697581
3.356	0.136584	7.807307	5.175442	0.697581
FCOM	0.221501	7.807307	5.415970	0.717591
pass	0.221501	7.807307	5.415970	0.717591
SPFCOM	0.272220	7.807307	5.518627	0.725789
OFCOM	0.272220	7.807307	5.518627	0.725789
SAD	0.197767	7.807307	5.359561	0.713000
成倍增加	0.130736	7.807307	5.153689	0.695715
满足用户要求	0.130736	7.807307	5.153689	0.695715
元中	0.130736	7.807307	5.153689	0.695715
指向性	0.144984	7.807307	5.205118	0.700112
MBSFN	0.357913	7.807307	5.654953	0.736365
ARAAM	0.220451	7.807307	5.413605	0.717400
WMMSE	0.263156	7.807307	5.501764	0.724456
AWA	0.139928	7.807307	5.187467	0.698609
CUB	0.139928	7.807307	5.187467	0.698609
ImNet	0.139928	7.807307	5.187467	0.698609
94.7%	0.139928	7.807307	5.187467	0.698609
63.7%	0.139928	7.807307	5.187467	0.698609
28.59%	0.139928	7.807307	5.187467	0.698609
加速卡	0.297092	7.807307	5.562172	0.729206
高密度	0.163906	7.807307	5.266126	0.705259
后仿	0.163906	7.807307	5.266126	0.705259
Bootstrap	0.273522	7.807307	5.521004	0.725977
小子	0.222587	7.807307	5.418405	0.717788
样	0.743529	7.114566	5.741474	0.742896
多阶	0.150666	7.807307	5.224234	0.701733
样本容量	0.150666	7.807307	5.224234	0.701733
客观性	0.150666	7.807307	5.224234	0.701733
导杆	0.150666	7.807307	5.224234	0.701733
FCBF	0.313003	7.807307	5.588158	0.731227
毯	0.134354	7.807307	5.167259	0.696881
加利福尼亚大学	0.134354	7.807307	5.167259	0.696881
NFCBF	0.134354	7.807307	5.167259	0.696881
3.625	0.134354	7.807307	5.167259	0.696881
0.075%	0.134354	7.807307	5.167259	0.696881
MIM	0.134354	7.807307	5.167259	0.696881
岭	0.134354	7.807307	5.167259	0.696881
Ridge	0.134354	7.807307	5.167259	0.696881
深井	0.140496	7.807307	5.189482	0.698781
IFA	0.214371	7.807307	5.399685	0.716272
IACOBP	0.214371	7.807307	5.399685	0.716272
井下	0.329251	7.402045	5.454089	0.720659
电文	0.214371	7.807307	5.399685	0.716272
130	0.142619	7.807307	5.196940	0.699416
仿冒	0.148466	7.807307	5.216918	0.701113
码是	0.140786	7.807307	5.190508	0.698868
38.212	0.140786	7.807307	5.190508	0.698868
短码	0.140786	7.807307	5.190508	0.698868
TBCC	0.140786	7.807307	5.190508	0.698868
内在联系	0.406513	7.114566	5.440708	0.719585
高谱效	0.134145	7.807307	5.166485	0.696814
巨量	0.145711	7.807307	5.207605	0.700323
机器间	0.145711	7.807307	5.207605	0.700323
快速增长	0.135887	7.807307	5.172899	0.697364
迫切需要	0.135887	7.807307	5.172899	0.697364
这为	0.135887	7.807307	5.172899	0.697364
助力	0.136584	7.807307	5.175442	0.697581
Steady	0.122947	7.807307	5.123153	0.693080
Evoked	0.122947	7.807307	5.123153	0.693080
Potentials	0.122947	7.807307	5.123153	0.693080
Brain	0.122947	7.807307	5.123153	0.693080
Computer	0.122947	7.807307	5.123153	0.693080
Interface	0.122947	7.807307	5.123153	0.693080
创脑	0.122947	7.807307	5.123153	0.693080
被试者	0.188429	7.807307	5.335492	0.711022
对脑	0.122947	7.807307	5.123153	0.693080
试	0.122947	7.807307	5.123153	0.693080
30Hz	0.122947	7.807307	5.123153	0.693080
36s	0.122947	7.807307	5.123153	0.693080
86.04%	0.122947	7.807307	5.123153	0.693080
10.27%	0.122947	7.807307	5.123153	0.693080
97.41	0.122947	7.807307	5.123153	0.693080
19.12	0.122947	7.807307	5.123153	0.693080
bits	0.122947	7.807307	5.123153	0.693080
Direction	0.135661	7.807307	5.172069	0.697293
Of	0.135661	7.807307	5.172069	0.697293
Arrival	0.135661	7.807307	5.172069	0.697293
和子阵	0.207245	7.807307	5.382859	0.714904
子阵	0.135661	7.807307	5.172069	0.697293
1.21	0.133331	7.807307	5.163459	0.696555
0.25%	0.133331	7.807307	5.163459	0.696555
所趋	0.129246	7.807307	5.147991	0.695225
DMDCT	0.197767	7.807307	5.359561	0.713000
74.2%	0.129246	7.807307	5.147991	0.695225
Reconfigurable	0.259358	7.402045	5.335325	0.711009
Intelligent	0.365608	7.114566	5.387918	0.715316
Surface	0.365608	7.114566	5.387918	0.715316
论及	0.137553	7.807307	5.178959	0.697882
违反	0.210037	7.807307	5.389518	0.715446
稀缺性	0.139928	7.807307	5.187467	0.698609
CDRT	0.201549	7.807307	5.368988	0.713772
近端	0.412051	7.114566	5.447445	0.720126
而仅	0.131804	7.807307	5.157730	0.696063
OP	0.248241	7.807307	5.472710	0.722147
与子	0.131085	7.807307	5.155013	0.695829
MTL	0.131085	7.807307	5.155013	0.695829
JADE	0.131085	7.807307	5.155013	0.695829
STL	0.131085	7.807307	5.155013	0.695829
66.21%	0.131085	7.807307	5.155013	0.695829
4.75%	0.131085	7.807307	5.155013	0.695829
星上	0.227335	7.807307	5.428912	0.718636
存续	0.154151	7.807307	5.235606	0.702693
斜视	0.211540	7.807307	5.393069	0.715735
Dice	0.467091	7.114566	5.509872	0.725098
Distributed	0.138574	7.807307	5.182633	0.698196
Subspace	0.138574	7.807307	5.182633	0.698196
Pursuit	0.138574	7.807307	5.182633	0.698196
DDSP	0.138574	7.807307	5.182633	0.698196
Terahertz	0.138574	7.807307	5.182633	0.698196
一对一	0.140210	7.807307	5.188468	0.698694
Reflecting	0.135661	7.807307	5.172069	0.697293
其高	0.135661	7.807307	5.172069	0.697293
Vehicle	0.311914	7.402045	5.427160	0.718495
Unmanned	0.127296	7.807307	5.140432	0.694574
Aerial	0.127296	7.807307	5.140432	0.694574
Base	0.127296	7.807307	5.140432	0.694574
